cpu_usage,memory_usage,response_time,error_count,disk_usage,network_latency,failure
89,84,266,3,48,34,0
65,29,437,4,55,255,0
96,29,429,6,72,119,0
29,18,145,2,58,223,0
63,81,194,5,30,158,0
34,24,434,8,49,225,0
37,97,82,3,72,27,0
14,72,335,3,27,218,0
30,30,54,5,39,152,0
27,14,167,5,31,212,0
56,44,189,2,86,163,0
79,94,279,0,69,171,0
66,77,209,2,31,67,0
28,57,343,7,73,280,0
74,89,298,7,73,27,0
12,99,322,5,38,228,0
51,71,235,6,33,205,0
30,44,414,1,71,287,0
49,79,89,8,41,219,0
76,30,273,2,23,269,0
34,89,201,1,78,233,0
64,48,189,4,53,231,1
93,43,416,0,83,281,0
61,24,177,4,37,234,0
53,15,400,9,50,219,0
94,75,196,3,61,161,1
65,97,334,5,22,17,0
64,65,267,4,74,201,0
96,58,485,8,29,115,0
79,10,269,4,41,107,0
86,74,194,7,42,107,0
96,37,378,1,32,174,0
82,29,326,2,59,113,0
90,57,291,2,32,130,0
75,81,109,2,70,239,0
28,74,147,5,83,152,0
92,99,380,6,32,175,0
16,60,424,6,48,5,0
72,52,453,6,66,44,1
51,58,418,2,45,241,0
51,34,230,0,89,11,0
68,83,163,5,42,167,1
29,85,152,2,75,294,0
82,50,385,2,38,161,1
26,80,368,2,69,118,0
36,73,106,8,54,116,0
56,70,334,3,68,261,1
11,21,178,4,65,77,0
72,90,429,2,89,197,0
71,78,364,9,72,277,1
28,23,497,0,50,228,0
26,43,135,3,41,98,0
78,57,249,0,86,211,0
48,70,120,6,27,174,0
91,90,394,6,38,160,0
80,44,147,3,50,248,0
90,74,349,4,51,7,0
48,68,225,9,74,224,0
45,45,282,6,50,9,0
49,88,421,5,86,198,0
54,28,124,3,70,58,0
13,51,192,3,46,213,0
34,78,468,1,67,80,0
78,28,72,9,62,222,0
39,48,230,1,70,122,0
85,78,94,3,88,284,0
77,61,141,4,69,84,0
97,21,318,3,80,191,0
38,92,83,2,60,12,0
82,56,215,1,70,95,0
77,85,119,3,43,214,1
60,45,413,4,49,262,0
33,72,245,0,71,45,0
23,85,182,0,69,219,0
78,91,296,5,76,188,0
27,60,431,4,81,245,0
51,52,217,3,72,110,0
66,43,326,0,87,26,0
92,58,205,6,88,249,0
21,27,436,3,50,278,0
91,70,72,2,49,83,0
26,66,249,6,29,27,0
39,14,324,1,63,115,0
97,98,99,9,25,134,0
84,33,235,0,46,264,0
32,73,69,3,39,158,0
90,68,165,7,39,23,0
10,47,141,5,31,53,0
88,42,398,8,68,78,0
41,19,388,0,71,218,0
18,46,102,0,29,57,0
24,96,172,4,24,194,0
37,20,390,5,83,133,0
33,33,387,7,77,148,0
69,97,314,2,27,252,0
44,80,53,5,49,184,0
95,30,218,2,36,11,0
36,29,330,7,86,295,0
92,19,339,3,40,210,0
85,98,122,1,35,72,0
29,56,186,8,46,147,1
74,56,387,9,25,112,0
94,24,305,7,61,189,0
58,53,190,5,35,244,0
10,71,442,2,64,155,0
19,15,257,1,22,215,0
56,75,309,3,59,82,0
68,85,467,3,39,232,0
71,13,312,0,26,251,0
95,32,320,8,78,106,0
27,22,87,9,30,218,0
55,90,252,7,71,143,0
41,40,273,6,22,190,0
36,25,396,5,40,172,0
27,50,101,2,72,62,0
48,99,130,3,49,123,1
58,10,405,1,30,92,0
91,21,260,6,44,126,0
53,65,56,1,69,248,1
81,59,412,9,28,71,0
63,29,94,0,64,298,0
43,75,364,5,48,134,0
80,45,427,3,81,44,0
45,88,326,7,34,216,0
27,47,461,0,38,60,0
47,31,308,8,34,204,0
68,70,191,5,58,295,0
18,59,307,1,54,111,0
82,68,334,7,32,199,1
81,29,451,4,35,126,0
60,45,86,4,86,99,0
44,24,478,4,74,291,0
91,71,94,6,84,129,0
14,12,457,6,54,130,0
23,14,169,9,35,40,0
39,65,95,6,20,221,0
13,40,189,9,69,7,0
48,95,102,1,33,34,0
93,44,350,7,81,259,0
73,80,337,0,26,49,0
34,79,323,1,42,181,0
37,35,318,6,82,226,0
85,10,437,3,48,117,0
75,92,328,9,41,126,0
87,16,111,9,25,279,0
31,45,103,8,48,236,0
40,85,488,8,21,253,0
32,93,118,2,83,107,0
57,96,291,2,55,180,0
29,34,473,8,39,240,0
47,68,319,9,74,286,0
64,70,301,7,56,249,0
77,38,403,0,71,137,0
88,27,333,5,88,163,0
97,50,400,6,89,284,0
98,28,120,7,41,26,0
10,13,372,1,34,106,0
16,74,462,0,66,154,0
66,50,149,3,88,61,0
21,24,110,0,71,162,0
14,63,152,1,58,199,0
59,73,442,2,21,171,0
51,81,168,3,64,198,0
21,24,66,5,43,264,0
27,88,354,7,80,204,1
75,59,240,8,84,9,0
83,31,261,3,72,95,0
88,27,127,0,40,28,0
26,89,95,4,86,240,0
77,11,142,4,20,239,0
80,45,426,8,78,230,0
71,29,62,5,66,32,0
50,25,277,4,37,156,0
43,76,350,9,52,250,0
79,39,486,9,34,9,0
54,64,66,4,43,17,0
67,75,352,7,55,59,0
60,35,111,0,79,290,0
43,66,483,4,53,106,1
53,78,92,0,70,218,0
24,11,117,6,59,117,0
87,65,429,6,41,94,0
79,93,261,9,35,275,0
59,71,252,7,61,251,0
41,43,263,6,35,34,0
76,65,158,8,24,32,0
12,64,333,7,25,72,1
95,29,478,7,61,147,1
95,59,474,2,49,38,0
83,34,143,9,51,231,0
60,93,274,3,72,207,0
76,34,274,3,38,65,0
85,62,288,0,70,195,0
57,23,167,5,47,6,0
26,69,469,1,66,122,0
16,52,140,8,20,56,0
22,71,389,0,87,19,0
75,85,338,0,76,288,1
13,78,330,9,41,100,0
19,72,68,5,77,102,0
97,11,224,0,32,59,0
26,63,155,2,58,282,0
61,25,338,9,46,249,0
15,64,297,1,58,42,0
92,52,372,8,31,124,0
78,70,191,4,43,262,0
83,47,466,5,37,144,0
18,54,347,1,34,187,0
86,60,242,7,79,217,0
92,51,400,5,35,130,0
30,33,352,7,66,144,0
33,39,340,7,43,113,0
13,46,422,0,64,13,1
33,62,465,6,38,36,0
68,72,488,1,60,239,1
12,20,487,7,50,77,0
77,87,381,1,35,140,0
49,32,484,3,42,258,0
57,89,257,1,42,120,0
63,59,492,6,60,160,0
44,94,297,4,37,86,0
65,64,191,8,55,111,0
98,64,451,4,31,233,0
49,13,433,7,88,296,1
86,63,360,1,70,121,1
77,70,271,2,51,292,0
55,87,274,5,55,217,0
87,92,403,6,59,171,0
22,14,233,9,89,53,0
36,27,413,7,57,225,0
15,53,354,2,73,283,0
26,40,237,6,23,293,0
45,30,162,7,65,183,1
90,56,230,9,82,175,0
11,39,248,5,69,8,1
86,64,439,3,49,199,1
61,77,119,5,35,262,0
75,78,135,8,71,49,0
61,50,441,2,23,212,0
52,54,448,1,45,119,0
99,83,459,4,48,134,0
31,89,88,6,30,164,0
64,39,180,2,43,5,0
76,86,490,4,70,278,0
69,94,59,3,61,164,0
67,54,52,6,58,269,0
21,54,351,1,26,252,0
97,88,199,6,37,28,0
78,93,116,1,22,271,1
93,93,242,2,82,160,1
48,54,146,4,39,276,0
22,64,68,6,89,97,0
50,68,367,5,36,16,0
66,14,147,6,78,242,0
62,41,106,5,73,125,0
21,15,400,0,32,94,0
22,35,156,4,61,79,0
83,46,137,0,63,35,0
66,22,190,6,86,199,0
49,78,193,3,39,93,0
89,34,449,4,66,102,1
54,22,420,0,43,133,0
44,97,424,7,70,299,0
12,29,101,3,37,99,0
14,81,261,2,42,168,0
99,69,90,0,20,234,0
20,82,353,3,85,144,0
80,30,140,2,24,113,0
65,70,88,7,37,18,0
19,93,62,8,54,165,0
43,88,437,4,44,136,0
76,35,145,8,43,117,0
81,63,158,0,32,290,0
40,51,153,6,40,98,0
84,20,403,6,58,93,0
80,46,280,5,53,138,0
75,20,92,3,38,265,0
79,36,258,8,47,210,1
50,92,137,2,30,38,0
72,43,142,0,68,173,0
41,47,223,1,54,150,0
29,70,175,2,76,24,1
66,96,158,1,47,111,0
59,62,96,5,85,140,0
89,74,263,6,84,30,1
34,12,141,4,41,250,0
21,76,230,4,70,159,1
80,37,458,6,28,46,0
48,23,90,5,55,182,0
26,61,308,7,73,85,0
54,39,170,8,57,181,0
20,67,126,1,85,197,0
79,63,144,1,62,195,0
32,78,318,0,24,287,1
79,24,410,6,56,250,0
47,47,67,3,77,104,0
11,87,342,8,82,39,1
95,23,220,5,70,298,0
93,66,211,6,62,298,0
98,68,360,6,86,46,0
88,17,101,7,86,174,0
81,81,85,3,84,61,0
46,28,487,2,81,58,0
58,41,236,2,82,192,0
61,38,419,9,49,90,0
42,50,297,7,57,68,0
31,84,101,2,70,85,0
14,54,68,7,57,272,0
27,22,445,1,86,189,0
47,36,141,4,67,30,0
46,28,188,4,31,242,1
73,35,353,6,39,229,1
19,62,406,4,21,94,1
88,60,269,8,74,21,0
51,46,148,2,25,92,0
57,18,285,8,81,28,1
53,61,256,0,68,227,0
91,63,193,2,73,62,0
96,12,248,3,29,193,0
25,78,352,5,43,226,0
63,17,372,9,48,55,0
44,23,336,7,25,92,0
37,12,381,6,77,226,0
11,33,313,7,76,171,0
22,22,266,5,22,198,0
50,52,238,5,43,105,1
89,38,93,5,38,206,0
68,81,483,2,28,17,0
78,60,340,9,49,151,0
62,51,238,3,63,266,0
54,40,488,5,72,150,0
29,72,243,6,87,13,1
33,35,319,2,79,85,0
70,27,415,3,42,72,0
67,91,309,5,80,130,0
36,66,450,0,26,54,0
35,16,288,6,63,74,0
16,57,161,0,74,143,1
51,89,118,9,58,174,1
56,69,457,8,78,94,0
62,42,98,9,24,143,0
68,12,360,8,61,76,0
47,13,200,8,33,249,0
78,13,288,3,46,71,0
96,51,386,1,35,134,0
62,18,445,6,21,214,0
24,60,444,3,38,198,0
35,26,164,4,42,30,1
57,26,124,0,60,297,0
28,29,147,9,33,222,1
18,23,432,5,66,40,0
73,31,160,6,82,20,0
63,61,406,2,27,82,0
60,36,419,9,46,25,0
48,52,334,1,59,139,1
13,12,305,9,47,249,0
12,97,367,6,87,188,0
73,17,358,0,80,176,0
38,95,166,1,57,58,0
20,98,225,2,43,97,0
67,19,277,3,47,297,0
84,38,396,4,60,180,0
36,49,155,3,37,194,0
30,74,391,9,68,250,1
48,30,433,2,45,299,1
55,33,499,0,22,196,0
75,82,288,6,57,108,0
45,69,149,9,33,72,0
84,35,225,5,20,159,0
91,18,399,1,30,230,0
74,29,492,1,59,237,0
72,65,490,2,23,108,0
44,45,298,7,53,244,1
40,45,125,7,84,216,0
37,82,52,9,75,130,0
10,31,130,9,29,127,0
34,10,410,9,83,40,0
52,78,337,9,32,242,0
93,82,57,7,41,246,1
76,46,136,6,75,137,0
72,92,335,1,84,231,0
60,81,448,0,32,94,0
11,22,123,5,20,259,1
91,93,488,7,57,87,0
73,52,172,0,77,143,0
83,46,426,2,44,24,0
78,83,343,0,61,88,1
18,34,192,9,52,31,0
11,97,207,8,76,62,1
43,30,479,6,56,221,0
69,50,497,7,76,129,0
70,82,459,8,81,292,0
40,51,420,2,22,204,0
19,51,158,9,49,287,0
85,11,383,1,86,218,0
45,77,244,5,82,160,1
94,17,85,4,42,22,1
58,70,139,3,85,109,0
79,23,464,5,80,163,1
58,86,345,5,21,45,0
12,30,379,2,46,294,0
83,33,250,1,67,11,1
14,59,95,8,82,9,0
99,91,156,7,24,25,0
70,54,219,3,20,138,0
94,73,195,5,41,124,1
99,73,405,2,43,246,0
35,35,469,7,78,110,0
81,41,227,2,69,135,0
14,66,110,1,42,42,0
24,62,473,6,37,91,1
25,42,52,2,41,117,1
10,61,131,8,63,255,0
25,27,312,2,63,75,0
46,44,336,7,56,268,0
12,21,370,1,26,73,0
61,60,144,8,43,259,0
56,98,113,0,60,279,0
22,19,295,2,89,90,0
89,61,126,1,37,222,0
64,43,308,6,79,54,0
30,76,142,4,71,138,0
75,48,340,7,68,234,0
63,17,320,1,86,65,1
36,38,70,7,64,256,0
47,31,111,6,28,234,0
99,93,388,4,45,62,1
67,79,461,1,45,189,1
71,70,309,9,49,207,0
55,52,286,6,46,36,0
98,58,190,9,23,149,0
20,38,484,3,70,173,0
81,90,481,3,89,26,0
17,40,216,7,29,83,0
80,62,116,5,55,140,0
73,43,399,8,65,180,0
30,47,107,1,25,81,0
81,66,261,4,89,34,0
72,13,179,5,22,288,0
94,11,74,7,69,157,0
73,21,60,3,61,217,0
29,44,306,6,73,183,0
17,79,353,6,58,299,0
67,81,418,3,74,87,1
55,30,481,0,30,204,0
40,70,443,2,49,133,0
18,44,130,1,75,298,0
24,57,335,2,48,195,1
35,24,468,4,36,56,0
19,80,419,0,52,87,0
38,24,68,4,40,192,0
89,15,159,1,29,17,0
45,90,486,3,58,223,0
93,77,83,5,66,21,0
46,31,337,8,71,246,1
95,41,381,9,60,162,0
80,31,304,5,66,170,0
32,36,175,9,62,143,0
50,24,258,1,56,298,0
89,53,183,7,83,32,0
37,95,446,4,79,165,0
57,18,135,8,44,186,0
47,43,124,9,41,284,0
40,82,497,8,62,159,0
23,24,184,3,89,218,0
82,71,350,0,55,73,0
97,54,222,8,65,299,0
86,93,262,8,41,213,0
99,81,370,7,54,161,0
38,67,399,4,66,79,0
60,28,68,4,52,291,0
58,25,168,9,32,235,0
52,84,352,5,75,69,0
81,17,351,0,86,275,0
96,42,334,8,32,87,0
14,83,276,4,69,78,1
51,27,261,6,76,269,0
16,44,405,7,47,273,1
51,52,238,4,84,94,0
45,59,370,2,43,6,0
36,12,200,5,86,180,0
67,68,272,6,26,129,0
55,37,177,3,43,272,0
75,55,297,8,28,219,0
34,73,100,3,34,71,0
82,79,240,9,75,182,0
36,56,286,1,36,271,0
10,23,71,8,38,9,0
96,16,159,3,28,206,0
83,83,376,3,83,121,0
51,88,82,9,76,236,0
61,40,176,0,57,88,0
34,90,414,1,27,93,0
63,60,405,2,25,231,1
76,38,93,6,68,115,0
15,24,56,8,64,16,0
67,99,177,4,40,31,1
79,85,140,3,53,109,0
62,34,179,1,31,90,1
75,70,66,6,58,160,0
67,50,370,5,25,203,0
91,78,235,6,51,141,0
96,13,159,7,79,35,0
11,66,335,8,27,168,1
85,40,397,9,57,117,0
31,12,459,4,38,275,1
46,76,212,4,74,291,0
29,99,496,3,28,262,0
33,59,124,2,71,205,0
93,26,248,6,47,5,0
74,69,461,4,81,215,0
74,83,458,6,67,269,0
90,75,494,1,58,192,0
10,97,410,8,72,245,0
12,84,336,8,82,197,0
55,33,231,8,38,114,0
64,96,146,4,52,115,0
84,41,100,9,83,69,1
97,96,363,8,45,69,0
95,28,83,0,64,239,0
73,75,492,1,20,99,0
54,69,70,9,85,201,0
35,75,233,4,54,295,0
86,24,342,4,64,200,0
74,94,113,5,52,42,0
33,44,452,7,88,43,0
83,78,173,0,50,153,0
44,36,150,9,83,168,1
33,97,168,8,34,224,0
37,16,390,3,65,280,0
89,15,127,7,67,47,0
25,42,230,4,87,242,0
68,67,248,0,59,167,0
90,58,496,8,20,111,0
63,26,409,7,39,292,1
88,51,239,4,41,296,0
25,81,377,3,73,109,0
24,49,152,7,84,73,0
20,55,382,8,34,113,0
74,80,415,6,80,184,0
88,79,324,3,33,136,0
99,77,179,6,88,11,0
77,10,290,5,68,153,1
52,88,183,2,25,189,1
78,98,206,9,60,160,0
22,61,474,2,50,294,0
19,44,484,0,83,249,1
84,78,438,4,70,276,0
91,14,474,7,78,42,0
50,26,367,5,74,119,0
59,62,207,7,68,123,0
96,61,408,6,59,136,0
80,23,239,1,34,60,1
68,38,149,7,89,124,0
48,17,460,3,84,54,0
12,10,483,4,26,86,0
85,38,101,7,81,53,0
16,45,98,4,73,52,0
58,60,495,4,71,138,1
35,46,149,5,70,242,0
42,78,493,6,23,177,1
57,62,431,8,20,149,0
88,61,300,6,85,191,0
11,97,423,5,54,124,0
80,92,103,9,29,188,0
41,21,424,3,86,83,0
13,61,438,9,87,167,0
29,10,186,1,84,12,0
45,16,211,8,70,103,0
41,26,403,9,49,31,0
37,52,341,4,58,280,0
86,80,453,4,29,283,0
10,26,130,2,63,208,0
69,68,269,2,51,164,1
65,12,134,0,63,182,0
44,38,132,4,82,196,0
39,31,368,2,80,44,0
63,47,116,1,84,240,0
45,63,463,8,60,37,0
64,59,283,9,31,33,0
98,78,247,5,21,37,0
89,39,308,2,79,104,0
67,32,226,6,44,149,0
92,94,347,8,80,69,0
74,99,329,8,41,126,0
78,56,349,0,75,47,0
60,30,178,1,40,213,0
31,29,420,7,74,234,0
97,32,487,0,59,131,0
62,77,229,2,70,190,0
45,30,341,6,41,241,0
77,30,256,7,47,95,0
45,10,343,4,23,47,0
61,24,477,1,45,50,0
62,26,387,2,79,29,0
91,60,224,8,42,199,0
59,72,78,9,60,103,0
89,23,228,6,77,260,0
50,68,90,0,27,298,0
27,92,241,2,70,250,0
31,59,393,8,80,170,0
75,43,286,6,20,261,0
30,15,353,1,49,282,0
53,58,274,5,36,193,0
56,15,163,8,42,190,0
48,78,327,3,43,186,0
38,16,404,9,88,279,0
63,86,66,1,71,231,0
99,60,135,2,77,38,0
94,10,438,6,41,211,0
26,22,366,3,78,48,0
89,52,394,6,63,249,0
69,36,439,4,56,258,0
40,80,230,7,53,113,0
82,12,386,7,76,118,0
87,67,400,4,76,282,0
58,98,194,6,59,241,0
11,26,364,5,39,33,0
57,54,274,7,36,226,0
23,87,472,8,71,275,0
68,67,103,4,23,246,0
67,65,431,6,82,101,0
67,63,481,0,69,267,0
60,96,470,7,69,11,1
93,97,353,2,35,277,0
11,38,117,0,80,292,1
50,63,156,5,63,209,0
92,36,383,7,37,188,0
91,54,126,2,69,62,0
25,96,76,0,49,115,0
13,40,393,2,68,190,0
21,45,204,4,40,135,0
38,90,121,7,41,93,0
16,70,496,8,66,122,0
23,46,229,8,44,261,0
21,76,96,3,75,114,0
14,45,291,7,83,71,0
90,14,408,4,47,152,0
41,55,326,2,52,224,0
83,88,420,4,85,218,1
52,61,362,1,23,66,1
90,58,154,5,31,60,0
78,15,144,0,36,100,0
54,19,268,5,55,150,0
18,32,219,4,35,52,0
58,26,415,8,42,298,0
42,93,481,6,28,282,0
27,53,332,5,74,207,0
18,50,177,6,83,203,0
71,24,249,9,66,128,0
66,53,466,4,86,204,0
38,67,381,0,29,79,0
87,95,84,8,23,161,0
34,59,403,4,49,138,0
24,61,193,3,30,124,0
15,79,341,5,70,16,0
51,77,115,4,38,239,1
38,72,268,0,32,299,0
88,67,105,1,76,112,0
13,32,194,3,22,37,0
91,53,453,7,57,124,0
66,92,262,4,46,260,0
58,53,143,6,29,87,0
53,61,155,1,72,185,0
89,76,133,7,46,232,0
84,37,185,4,26,279,0
23,76,195,3,32,190,0
12,87,298,8,79,215,1
71,27,67,5,33,253,0
73,36,451,3,63,47,1
54,60,174,7,89,77,1
91,69,51,2,47,23,0
67,83,381,9,42,169,0
29,58,249,1,31,271,1
67,24,484,6,43,132,0
98,92,187,3,70,146,0
66,82,252,3,41,38,0
86,77,447,9,81,102,0
77,24,331,8,45,214,0
87,60,352,1,77,202,0
61,57,79,0,34,260,0
46,81,105,6,87,46,0
17,10,168,7,25,108,0
53,16,475,2,21,193,0
14,62,181,1,50,66,0
78,40,280,3,43,147,0
40,27,444,1,54,226,0
54,21,201,1,66,24,0
18,57,470,4,50,284,0
41,39,435,9,21,269,0
42,16,445,4,78,252,0
76,12,70,7,82,120,0
39,72,497,8,36,259,0
85,15,117,1,73,17,1
38,24,175,0,40,50,1
12,80,92,2,41,246,0
99,52,231,5,74,75,0
66,90,149,4,48,63,0
39,27,428,7,40,208,0
18,31,495,7,21,55,0
35,70,398,1,61,20,0
11,70,445,8,71,55,0
71,62,289,3,57,228,0
12,35,434,0,22,132,0
55,49,249,1,44,174,0
77,97,466,5,81,271,0
34,17,497,4,34,72,0
60,30,165,6,89,125,0
22,52,164,8,29,184,0
53,30,191,5,88,230,0
44,12,168,5,63,195,0
64,40,142,1,60,255,0
96,36,447,6,39,10,0
18,36,58,1,56,266,0
11,82,122,6,58,95,0
70,66,75,7,89,198,0
50,42,482,0,27,68,0
53,99,288,8,62,298,0
73,53,411,7,29,230,1
40,52,194,8,60,67,0
56,40,117,4,23,75,0
11,74,237,3,23,24,0
91,93,415,0,43,249,0
86,85,180,8,40,68,0
78,26,270,3,29,297,0
67,24,330,3,65,229,0
53,43,326,3,89,270,0
83,89,189,1,63,166,1
65,13,103,3,52,49,0
52,81,50,1,55,273,1
98,98,177,7,44,29,0
43,88,50,6,32,229,0
39,37,222,9,58,78,0
80,82,479,1,57,120,0
79,11,481,1,49,156,0
64,26,440,1,33,73,0
76,67,315,0,69,206,0
22,83,448,5,87,95,0
12,18,345,5,20,54,0
35,40,305,0,80,293,0
66,75,444,0,22,96,0
33,97,489,5,69,239,0
62,71,223,5,80,33,0
79,28,94,3,55,176,0
52,90,392,2,23,177,0
69,83,190,8,62,240,0
67,64,76,5,33,46,0
58,37,282,0,86,153,1
51,59,258,2,26,292,0
85,74,99,0,27,217,1
75,12,110,2,63,179,0
20,88,292,1,83,103,1
99,61,318,4,26,124,0
27,19,189,2,67,21,0
94,30,206,6,81,33,0
61,46,134,7,44,52,0
55,24,133,6,87,293,0
53,96,325,1,83,132,0
31,87,80,9,37,72,0
62,88,57,9,23,43,0
68,83,329,6,36,137,0
39,18,252,9,66,123,0
17,53,472,2,64,56,0
66,48,82,6,77,140,0
82,14,347,0,22,251,0
29,34,192,1,31,173,0
34,65,498,9,36,74,0
28,99,465,0,41,40,0
14,73,444,8,58,292,0
84,81,399,1,58,9,0
88,95,86,1,35,152,0
81,61,196,5,70,241,0
92,98,484,6,48,72,0
96,85,277,1,60,235,0
36,18,83,3,76,154,0
49,19,493,2,47,225,0
35,19,286,4,40,265,0
36,82,261,8,23,270,0
71,71,358,1,34,118,0
92,99,189,4,72,169,0
59,69,239,7,65,60,0
51,28,145,5,26,254,0
38,47,243,3,37,247,1
48,15,410,9,40,6,0
69,24,353,7,27,147,0
50,56,345,2,78,173,0
42,54,201,3,39,67,0
92,14,483,8,86,158,0
92,87,272,4,74,259,0
25,62,245,5,81,70,0
32,75,137,1,37,289,1
16,71,348,8,75,192,1
35,32,66,7,41,197,1
21,53,260,6,27,15,0
81,61,281,8,30,184,0
14,55,407,4,31,94,0
78,28,232,4,67,227,0
58,97,211,8,82,230,0
35,93,416,4,46,107,1
14,56,119,8,54,236,0
31,61,109,0,21,271,0
88,33,228,9,27,288,0
22,26,126,9,39,194,0
37,98,84,7,27,52,0
42,55,467,2,82,288,0
32,73,65,7,87,59,0
27,37,451,4,50,123,0
39,59,343,1,51,6,0
35,73,220,8,32,228,0
25,37,81,3,45,240,0
86,95,312,6,48,207,0
48,65,264,7,37,148,1
42,68,95,6,88,15,0
35,14,238,5,31,263,0
57,63,323,6,21,161,0
74,53,120,3,61,201,0
47,51,345,9,26,96,1
11,81,137,0,66,157,0
15,66,383,4,73,138,0
55,56,483,7,34,120,0
59,85,310,9,77,71,0
47,34,231,5,52,154,0
97,53,391,4,86,260,0
27,24,491,1,82,45,0
36,60,71,9,67,185,0
50,62,123,4,85,192,0
81,43,139,9,84,43,1
83,86,384,2,55,221,0
26,17,215,1,36,134,0
71,86,283,2,21,268,0
38,79,424,3,52,118,0
67,30,482,1,25,67,0
79,16,178,3,62,101,0
87,99,383,3,30,22,0
31,88,341,5,24,209,0
15,65,144,4,49,217,0
35,58,77,6,29,101,0
48,51,403,6,43,283,0
21,32,84,2,78,240,0
23,61,493,8,86,172,0
31,88,280,6,80,64,1
60,62,367,6,45,89,1
32,25,392,1,58,265,0
57,46,479,9,22,170,0
80,27,413,2,57,232,0
59,29,174,2,61,64,1
98,55,128,5,67,168,0
22,11,430,3,32,234,1
94,96,110,3,75,86,0
19,72,498,0,78,161,1
64,12,266,5,82,195,0
18,55,331,7,62,248,1
88,58,212,7,76,246,1
61,10,106,7,40,226,0
11,31,240,4,73,172,0
34,23,181,9,72,125,0
22,94,91,5,64,6,1
60,54,222,4,55,122,0
67,15,216,3,82,140,0
43,74,299,3,20,131,0
44,30,242,3,86,245,0
12,13,327,3,52,112,0
68,12,444,5,51,116,0
79,39,287,5,77,167,0
57,40,279,4,45,279,0
73,43,214,8,80,23,0
28,92,292,7,36,237,0
76,29,139,9,88,24,1
91,96,228,5,48,245,0
82,63,107,8,82,264,0
85,34,312,4,25,53,0
14,24,185,9,78,158,0
76,47,287,3,40,7,0
20,32,356,5,64,296,0
77,61,292,3,64,173,0
78,75,200,7,54,202,0
10,66,395,6,71,183,0
72,66,413,4,65,107,0
38,88,296,9,85,223,0
91,61,268,5,76,20,0
21,44,58,6,61,51,0
86,83,479,1,35,50,0
50,23,343,8,24,104,0
11,23,416,6,20,187,0
46,42,62,7,41,220,1
54,61,312,4,67,138,0
89,10,444,2,45,13,0
57,43,274,1,53,217,0
33,28,280,1,77,143,0
31,33,227,2,26,226,0
20,13,296,0,44,95,0
67,45,116,0,76,116,0
55,86,346,6,31,117,0
38,67,206,9,50,202,0
44,41,214,7,46,267,0
24,18,233,5,53,166,0
69,89,257,6,53,88,0
51,76,65,0,56,49,0
52,29,349,0,77,49,0
89,83,355,8,79,275,0
83,71,290,4,45,214,0
58,67,279,6,64,178,0
73,31,439,5,64,251,1
41,76,67,3,51,178,0
73,84,196,0,88,40,0
11,98,293,3,42,162,0
33,57,100,9,84,143,0
96,17,499,9,58,37,0
75,82,308,7,86,255,0
47,24,287,0,64,175,0
40,41,295,1,86,114,1
35,62,394,7,82,171,0
38,76,359,1,89,129,0
76,13,98,9,73,218,1
87,39,333,8,46,299,1
34,22,87,2,55,185,0
57,30,333,2,24,87,0
74,50,81,5,86,29,0
62,28,292,2,70,250,0
76,57,90,8,51,45,0
99,95,341,7,40,63,1
27,72,152,3,36,181,0
18,29,341,5,45,34,0
47,73,156,7,41,49,0
96,46,295,3,60,158,0
30,40,431,4,78,44,0
74,83,136,6,29,144,1
30,27,115,7,24,261,1
36,29,187,6,74,74,0
79,91,375,7,45,140,0
53,20,249,3,23,240,0
37,95,384,0,46,116,1
54,53,142,5,77,37,0
26,91,496,4,22,200,0
49,73,397,3,69,182,0
12,43,327,1,45,138,0
85,96,69,0,37,195,0
85,74,338,8,26,10,0
75,64,448,1,64,297,0
55,83,440,8,32,183,1
95,10,139,5,25,287,0
96,47,99,5,54,110,0
39,18,59,1,72,250,0
78,80,128,5,87,235,0
18,26,86,2,61,219,1
94,61,108,6,23,277,0
20,27,137,9,79,109,0
78,72,153,3,64,27,0
75,42,368,8,85,299,0
97,13,326,4,41,165,0
40,96,153,9,31,198,0
42,84,303,2,70,270,1
48,61,279,0,36,87,0
55,18,384,0,55,172,0
46,73,86,3,68,147,0
69,39,350,9,35,47,0
40,17,191,9,63,16,1
20,14,92,3,41,26,0
96,85,165,8,27,22,0
11,72,390,7,37,66,0
36,10,133,3,57,193,0
11,24,466,5,48,83,0
30,98,308,6,21,171,0
67,91,409,9,78,154,0
14,47,136,7,61,227,0
61,51,477,3,40,109,0
54,55,416,0,21,258,0
94,62,392,4,24,11,0
29,35,396,0,36,167,0
70,70,340,3,43,294,0
47,76,458,6,27,199,0
29,63,145,6,49,134,0
34,31,304,0,69,113,0
11,35,391,8,41,223,0
41,92,185,1,78,134,1
35,69,297,4,43,248,0
79,48,421,5,45,89,1
50,45,495,0,80,259,0
76,30,451,1,27,241,0
10,50,141,6,31,5,0
60,57,461,5,33,269,1
14,35,445,5,49,198,0
22,72,497,5,74,126,1
28,86,296,6,80,8,0
21,45,307,9,81,153,0
57,33,236,8,50,65,0
34,99,470,8,46,286,0
66,30,173,1,20,121,0
44,27,309,1,60,176,0
85,24,218,4,33,242,0
14,88,478,9,69,142,1
31,15,414,6,61,222,0
86,52,160,2,59,86,0
66,40,339,2,33,223,0
56,37,136,3,30,206,0
63,17,62,2,82,79,0
12,38,312,2,68,51,0
